Time0,Longitude0,Latitude0,Magnitude0,Time1,Longitude1,Latitude1,Magnitude1,Time2,Longitude2,Latitude2,Magnitude2,Time3,Longitude3,Latitude3,Magnitude3,Time4,Longitude4,Latitude4,Magnitude4,Time5
1649579423.0,141.9595,37.3102,4.7,1649583795.0,141.499,36.1963,5.0,1649607701.0,121.2234,21.6258,4.3,1649614223.0,143.6909,21.5871,4.7,1649663638.0,126.313,23.6333,4.3,1649666759.0
1649670858.0,143.589,22.4927,4.3,1649675988.0,144.4379,22.3188,4.3,1649682297.0,121.3193,21.6057,4.3,1649684849.0,121.0639,21.6724,5.3,1649684951.0,121.1268,21.5799,4.9,1649685150.0
1649685253.0,121.3016,21.6007,4.5,1649685690.0,141.2762,27.1533,4.4,1649687550.0,120.9027,22.9085,4.4,1649688189.0,121.0273,21.609,4.7,1649688420.0,121.2574,21.5827,4.1,1649691132.0
1649697844.0,143.1759,25.4653,4.6,1649704531.0,121.0944,21.685,5.0,1649704985.0,121.1662,21.5508,4.6,1649725817.0,142.1123,38.0176,4.3,1649736881.0,120.7653,22.9851,4.0,1649760403.0
1649763127.0,126.5323,26.702,4.1,1649772136.0,121.0264,21.5649,4.6,1649779674.0,140.4059,34.5523,4.5,1649810918.0,126.3968,26.7154,4.1,1649810987.0,126.3988,26.7543,4.6,1649811445.0
1649812952.0,126.4128,26.8566,5.6,1649813498.0,126.536,26.8743,4.7,1649818744.0,126.605,26.8182,4.2,1649819940.0,142.7198,22.1117,4.5,1649830479.0,126.51,26.7294,4.6,1649831483.0
1649842297.0,137.9232,30.5605,4.1,1649853088.0,126.3955,26.7738,4.5,1649881162.0,126.4814,26.8354,4.8,1649895300.0,126.4723,26.7762,4.9,1649907100.0,141.1152,33.269,4.4,1649907607.0
1649921319.0,121.2248,21.5642,4.4,1649960731.0,141.0048,37.1773,4.5,1649963217.0,121.5964,23.6753,4.9,1649991604.0,126.4294,26.9186,4.7,1650004390.0,128.2317,27.9379,4.6,1650062037.0
1650125287.0,126.4198,26.6972,4.6,1650163449.0,122.3721,23.9534,4.2,1650193877.0,142.178,37.0979,4.3,1650207777.0,128.5682,25.9155,4.5,1650211683.0,142.4287,31.1726,4.5,1650225044.0
1650247729.0,142.7353,27.8143,4.5,1650256006.0,142.5543,30.8667,4.3,1650278012.0,147.0389,45.2805,4.2,1650281918.0,121.1047,21.6409,5.3,1650289138.0,121.0775,21.5314,4.5,1650307754.0
1650313852.0,142.212,29.6779,4.9,1650323760.0,140.3142,36.9242,5.3,1650337033.0,142.0428,39.4281,4.1,1650341370.0,128.6512,26.0912,4.6,1650345170.0,128.5527,25.9458,4.5,1650351966.0
1650374865.0,141.7811,31.8553,4.4,1650406170.0,126.4079,24.996,4.1,1650431901.0,142.479,29.0745,4.7,1650494494.0,121.0737,21.5624,4.4,1650564866.0,144.0613,22.8859,4.7,1650591464.0
1650693079.0,144.7187,38.6324,4.3,1650699096.0,121.6306,23.9253,4.2,1650736427.0,121.8277,24.6414,4.3,1650742962.0,141.8804,35.4497,4.1,1650752354.0,141.7511,39.7667,4.2,1650773485.0
1650773648.0,126.5417,26.8369,4.5,1650774632.0,148.7777,43.7366,4.8,1650777408.0,126.5503,26.9334,4.8,1650783385.0,126.6519,26.8712,4.4,1650788173.0,143.7955,41.7585,5.2,1650795827.0
1650797883.0,141.9574,40.9401,4.3,1650801358.0,126.4487,26.6997,4.2,1650814797.0,145.957,45.9804,4.7,1650864769.0,142.8027,27.6686,4.3,1650922235.0,121.5349,23.3057,4.5,1650926621.0
1650941838.0,126.4943,26.9063,4.2,1650942823.0,122.4382,24.6192,4.2,1650943383.0,126.5186,26.7185,4.7,1650945218.0,126.4808,26.9382,4.4,1650945283.0,126.2446,26.8307,4.0,1650959724.0
1650972707.0,144.2663,37.815,4.1,1651007346.0,141.1565,35.4656,4.2,1651018369.0,140.435,35.1803,4.6,1651038102.0,142.2139,41.2104,4.3,1651060618.0,142.4745,28.9949,4.0,1651109022.0
1651117655.0,144.4009,37.7578,4.2,1651122889.0,128.3426,25.3571,4.2,1651140201.0,142.3054,41.1849,4.7,1651167831.0,141.9624,37.5831,4.2,1651174929.0,147.8791,43.9275,4.4,1651192188.0
1651231391.0,130.3699,31.1606,4.5,1651243981.0,138.5082,30.3696,4.0,1651260374.0,141.7069,41.4066,4.0,1651309605.0,135.6391,34.9056,4.2,1651368166.0,142.3848,29.653,4.7,1651369946.0
1651372298.0,126.4784,26.9035,4.3,1651383715.0,141.8795,37.7368,4.4,1651383786.0,141.5275,24.2623,4.6,1651389658.0,142.6507,41.7234,4.1,1651426136.0,147.5889,47.7424,4.7,1651441091.0
1651442269.0,142.7068,23.6503,5.5,1651461268.0,138.7451,31.3688,5.3,1651461838.0,138.7043,31.4164,4.9,1651475293.0,131.7001,31.6372,5.1,1651497662.0,135.6006,35.0621,4.3,1651516993.0
1651520897.0,142.5834,28.7102,4.4,1651526264.0,126.4999,26.7975,4.1,1651538044.0,145.0388,20.1167,4.5,1651559981.0,143.913,40.4117,4.4,1651574397.0,139.4607,35.6215,4.8,1651583068.0
1651585423.0,126.4591,26.777,4.2,1651610436.0,141.3066,41.6598,4.2,1651622232.0,141.0624,33.4273,4.4,1651636122.0,143.6719,22.2804,4.5,1651636439.0,125.3364,24.8575,4.6,1651677615.0
1651730102.0,141.7195,37.7439,4.3,1651743723.0,139.7938,36.1599,5.0,1651746323.0,129.9807,27.9817,4.5,1651804187.0,130.3339,31.1061,4.3,1651840603.0,126.5592,26.7396,4.4,1651843267.0
1651924436.0,126.4642,26.7906,5.5,1651965826.0,121.4842,23.4258,4.2,1652034967.0,141.9698,38.6756,4.4,1652044561.0,142.3061,37.771,4.4,1652074227.0,139.2643,32.5069,4.4,1652077382.0
1652077941.0,122.5832,23.9373,4.4,1652079310.0,122.5763,23.8998,4.1,1652080428.0,122.6397,23.9113,4.4,1652082352.0,122.5575,23.9823,5.0,1652085187.0,136.895,34.534,5.3,1652105360.0
1652110535.0,122.1906,24.8123,4.4,1652115462.0,141.8505,37.796,4.4,1652145814.0,122.5496,23.9354,4.0,1652189563.0,142.3291,37.5663,4.1,1652204390.0,126.4347,26.766,4.5,1652212629.0
1652213776.0,120.7104,39.5218,4.4,1652246859.0,142.344,38.6028,4.6,1652292999.0,142.3381,37.6664,4.4,1652296698.0,143.1473,21.7005,4.0,1652312652.0,141.7744,36.3036,4.1,1652327181.0
1652355939.0,122.6476,23.9365,4.3,1652369600.0,140.7871,42.3802,4.4,1652386222.0,141.5775,37.2699,4.4,1652397411.0,120.8832,20.3517,4.5,1652435251.0,122.5726,23.9547,4.2,1652456846.0
1652501848.0,143.2011,22.5337,4.4,1652522747.0,122.6009,23.9088,4.6,1652525313.0,140.507,34.6134,4.6,1652567314.0,147.7402,43.8297,5.2,1652633328.0,142.4163,26.8113,4.3,1652728801.0
1652760183.0,139.0638,28.8127,4.3,1652767493.0,141.6529,33.3852,5.5,1652768384.0,141.737,33.2309,4.4,1652770713.0,141.6459,33.2681,4.4,1652771999.0,141.4124,33.2921,5.2,1652793472.0
1652795190.0,139.648,34.7796,4.4,1652795632.0,142.0182,37.9367,4.4,1652799449.0,140.8372,45.186,4.4,1652801646.0,130.663,29.5768,4.9,1652822238.0,143.0857,41.0061,5.2,1652844991.0
1652845945.0,141.4573,33.3301,5.6,1652917966.0,123.7427,23.5366,5.0,1652919293.0,141.4023,33.1315,4.5,1652956606.0,141.3534,33.1419,4.6,1652958906.0,141.4685,33.3224,4.9,1653037937.0
1653044297.0,137.3014,37.4769,4.1,1653047212.0,141.4989,33.058,4.4,1653068684.0,141.6278,31.9497,4.1,1653091683.0,141.5536,33.761,4.3,1653174932.0,141.3645,33.3737,4.2,1653189851.0
1653222135.0,143.0171,42.1731,4.7,1653232651.0,141.4121,33.2279,6.0,1653234153.0,140.2643,35.037,4.3,1653234984.0,141.5154,33.133,4.2,1653237982.0,141.5054,33.1459,4.5,1653238641.0
1653240014.0,141.3712,33.1855,4.9,1653261622.0,134.2937,33.9651,4.0,1653271265.0,143.0991,41.2357,5.5,1653327472.0,141.2719,42.4271,4.3,1653339905.0,145.9675,43.5925,4.2,1653343970.0
1653363804.0,140.0356,35.7512,4.2,1653375380.0,141.6991,33.1262,4.2,1653377854.0,122.5451,23.9242,4.6,1653415440.0,141.2745,37.4813,4.1,1653462557.0,137.1742,34.1892,4.2,1653467730.0
1653470027.0,141.5515,33.1256,4.3,1653512301.0,120.9417,23.0195,4.2,1653514060.0,143.3532,22.583,4.3,1653543964.0,141.5031,33.1186,4.0,1653606165.0,146.8864,47.0905,4.1,1653641974.0
1653725231.0,141.5392,33.093,4.7,1653732349.0,141.455,33.0148,4.6,1653773444.0,141.9307,26.6399,4.5,1653804381.0,122.5416,23.9144,4.3,1653807323.0,140.9733,36.2785,5.1,1653807632.0
1653823575.0,121.102,21.657,4.3,1653825801.0,121.0619,21.6789,4.2,1653940501.0,126.1854,24.1977,4.7,1653975765.0,140.2673,36.1552,4.2,1653979079.0,146.7585,47.6562,4.2,1654017783.0
1654044644.0,126.4645,26.9103,4.5,1654046383.0,142.1411,42.5923,4.5,1654056633.0,126.407,26.726,4.1,1654070617.0,142.6011,30.1054,4.4,1654098027.0,141.9353,37.9211,4.4,1654112575.0
1654123714.0,141.7746,37.7996,4.1,1654149798.0,122.5303,23.7151,4.4,1654196918.0,141.8567,33.8213,4.4,1654204141.0,121.5485,23.3893,4.2,1654212871.0,126.8809,25.1379,4.3,1654238055.0
1654239644.0,126.4538,26.8407,4.3,1654239728.0,126.4441,26.8948,4.1,1654239815.0,126.4199,26.7819,5.6,1654240187.0,126.4875,26.7844,4.7,1654246942.0,126.4062,26.8138,4.0,1654280984.0
1654307671.0,142.2394,31.0703,4.0,1654331425.0,142.5558,30.0855,4.2,1654344676.0,121.0082,21.6954,4.4,1654368522.0,140.6534,32.891,4.6,1654425202.0,141.697,34.3911,4.5,1654446914.0
1654521191.0,126.5409,26.8833,4.2,1654522416.0,126.2869,26.5629,4.5,1654525466.0,126.4872,26.8576,4.1,1654550391.0,141.9005,32.2175,4.4,1654567073.0,123.4858,25.6667,5.1,1654599289.0
1654629949.0,142.6245,23.1263,4.5,1654632569.0,141.9273,23.633,4.5,1654709214.0,141.9149,38.5617,4.7,1654721811.0,141.8633,38.0338,4.2,1654734453.0,143.4936,40.3363,4.5,1654737255.0
1654742971.0,141.8875,37.598,4.3,1654813737.0,143.2137,21.6519,4.0,1654816471.0,140.3293,41.3219,4.1,1654822363.0,141.6856,32.5415,4.2,1654827246.0,142.2015,41.8708,4.9,1654915007.0
1654987056.0,142.6822,30.2389,4.1,1655012967.0,143.0351,42.2501,4.0,1655037950.0,141.8137,37.5773,4.9,1655053058.0,141.3086,37.2646,4.4,1655119114.0,123.7653,24.2039,4.6,1655129298.0
1655173069.0,142.2502,33.3019,4.5,1655208512.0,141.4939,41.1103,4.2,1655208950.0,142.691,30.1679,4.3,1655223024.0,139.0698,29.8302,4.2,1655224426.0,142.022,38.5301,4.4,1655300333.0
1655331824.0,143.2306,23.9204,5.0,1655334767.0,131.1599,27.9987,4.2,1655354972.0,139.6194,27.9419,4.2,1655394686.0,134.5716,33.9496,4.9,1655396783.0,142.1308,33.2448,4.4,1655421441.0
1655463231.0,142.5134,32.1156,4.4,1655476538.0,141.6997,37.6167,4.9,1655492703.0,142.7615,40.908,4.0,1655497922.0,141.7065,32.2673,4.2,1655521051.0,121.4154,23.2476,4.1,1655604390.0
1655618886.0,137.3115,37.5046,5.1,1655626739.0,142.6691,23.8998,4.2,1655630876.0,140.4119,36.9103,4.6,1655632446.0,126.6004,26.8687,4.1,1655632519.0,126.5426,26.7173,5.5,1655633257.0
1655644110.0,126.5557,26.8303,4.1,1655647754.0,141.5522,39.5847,4.1,1655663086.0,126.4129,26.6227,4.3,1655663781.0,141.1739,29.5357,4.4,1655670392.0,147.9502,44.4481,5.0,1655684303.0
1655687107.0,121.4725,23.6544,5.9,1655688693.0,137.3302,37.4849,4.9,1655689182.0,121.5001,23.7265,5.1,1655698515.0,121.4415,23.6492,4.2,1655700715.0,147.1749,43.5898,4.1,1655704212.0
1655775004.0,121.5521,23.6469,4.3,1655775770.0,137.2575,37.5012,4.2,1655795693.0,142.7323,27.8624,5.9,1655805897.0,143.2009,40.7321,4.1,1655810581.0,126.4219,26.7351,4.5,1655813129.0
1655818027.0,142.4474,27.7881,4.2,1655823239.0,126.3696,26.7921,4.8,1655828095.0,126.4099,26.7399,4.5,1655871899.0,140.2227,41.847,4.3,1655873661.0,140.1622,37.2406,4.4,1655879193.0
1655890219.0,123.5858,23.9279,4.6,1655918371.0,141.8497,37.7824,4.3,1655931763.0,121.5658,23.5966,4.4,1655971598.0,142.7763,27.9233,4.9,1656015682.0,121.6316,23.5753,4.6,1656021532.0
1656023540.0,122.4641,24.1646,5.1,1656030406.0,141.9594,33.097,4.6,1656050608.0,147.9522,47.7582,4.3,1656054566.0,121.5731,23.604,4.4,1656092681.0,122.8526,24.2553,4.3,1656096438.0
1656100697.0,145.57,43.4902,4.0,1656124040.0,121.472,23.5943,4.7,1656124658.0,121.4463,23.6397,4.3,1656133143.0,130.2637,31.206,4.2,1656164075.0,121.4499,23.6381,4.9,1656195921.0
1656222658.0,148.1689,43.8705,4.5,1656226986.0,122.4332,24.2618,4.2,1656247488.0,130.6201,32.5304,4.6,1656279275.0,130.3702,31.1122,4.5,1656281490.0,144.1386,21.0354,4.1,1656305874.0
1656350381.0,120.1302,22.0955,4.2,1656360184.0,142.1554,38.5364,4.9,1656360419.0,120.24,22.0432,5.0,1656361207.0,120.1427,22.3111,4.0,1656362630.0,120.2154,22.1096,4.6,1656363950.0
1656367401.0,120.2357,22.1059,5.0,1656383003.0,147.399,44.7108,4.4,1656387667.0,120.2051,22.317,4.4,1656401804.0,142.9838,27.8938,4.8,1656402516.0,143.0668,27.9999,4.2,1656423298.0
1656423808.0,120.3109,21.9759,5.3,1656424824.0,141.6475,25.7499,4.3,1656428234.0,139.8955,31.495,4.3,1656431397.0,120.1755,22.2686,4.5,1656438074.0,143.6539,21.8051,4.7,1656438203.0
1656439385.0,143.8371,21.4324,4.6,1656500126.0,139.5136,28.4733,4.1,1656509276.0,131.2918,28.1435,4.4,1656521193.0,120.1008,20.7424,4.5,1656533293.0,140.2007,27.2332,4.0,1656561539.0
1656566096.0,131.3634,30.8563,4.6,1656570436.0,120.2935,22.0767,4.5,1656593589.0,129.1919,31.1283,4.2,1656621117.0,121.1979,20.3411,4.6,1656626635.0,142.4852,38.8992,4.1,1656682328.0
1656727185.0,142.0358,45.9178,5.9,1656766411.0,141.9893,33.1734,4.9,1656781822.0,147.093,44.6678,4.1,1656787797.0,142.0649,33.0879,4.9,1656810239.0,149.525,46.3974,4.4,1656965798.0
1656973866.0,143.9798,22.7973,4.3,1656982278.0,139.9896,34.319,4.6,1656986277.0,142.9192,27.9184,4.5,1657011161.0,142.9476,42.317,4.7,1657051825.0,142.0322,38.4394,5.3,1657057902.0
1657059657.0,142.0025,33.21,4.9,1657061857.0,141.985,33.1747,4.8,1657080130.0,141.8998,41.5698,4.6,1657112542.0,126.4578,26.8237,4.8,1657115239.0,126.5736,27.0221,4.0,1657145352.0
1657180983.0,141.514,37.7783,4.5,1657189999.0,141.6333,33.9518,4.5,1657227812.0,144.9349,42.2069,4.0,1657235795.0,126.3425,27.1286,4.2,1657235865.0,126.5365,27.0985,4.3,1657238403.0
1657281468.0,121.9865,24.832,4.3,1657300833.0,141.732,38.1193,4.3,1657329125.0,141.2298,37.1495,4.8,1657337335.0,145.4866,43.3532,4.3,1657358796.0,147.2358,44.0596,4.4,1657365057.0
1657448078.0,126.4475,26.6559,4.3,1657449862.0,126.4232,26.782,4.2,1657459018.0,142.2852,34.1404,4.4,1657521166.0,145.6193,20.8021,4.0,1657561885.0,141.474,37.5608,4.1,1657595335.0
1657734581.0,141.6899,24.6177,4.5,1657744452.0,140.3605,34.1846,4.3,1657747075.0,136.9963,34.7236,4.3,1657755672.0,121.3981,22.7803,4.5,1657763476.0,121.9707,24.8116,4.4,1657764616.0
1657767392.0,141.2371,42.7894,4.5,1657873003.0,122.2389,24.7559,4.3,1657903607.0,125.3128,25.7023,4.4,1657923931.0,141.8914,40.4604,4.4,1657926115.0,147.8344,43.9652,4.5,1657930400.0
1657936733.0,140.8905,36.185,4.5,1658014580.0,141.9585,33.6117,4.2,1658015146.0,141.8296,33.5952,4.4,1658015198.0,126.3933,26.8211,4.2,1658037302.0,143.4149,39.803,4.1,1658074543.0
1658198398.0,121.3457,23.2339,4.2,1658225735.0,141.1011,35.8655,4.2,1658245050.0,121.3053,20.0336,4.0,1658278768.0,149.1739,45.8058,4.5,1658349081.0,130.1982,26.9235,4.5,1658361031.0
1658396680.0,141.6698,37.512,4.6,1658424502.0,126.4787,26.8467,4.0,1658430837.0,126.3567,26.8253,4.2,1658458917.0,141.3232,40.6088,5.2,1658534036.0,143.0512,21.6287,4.2,1658622755.0
1658651392.0,139.9304,35.996,4.5,1658727989.0,148.4259,44.6496,4.6,1658740398.0,148.8754,43.9597,4.6,1658750316.0,142.8393,27.8675,4.4,1658760063.0,126.4579,26.7016,5.1,1658760286.0
1658777690.0,141.416,40.222,4.1,1658801604.0,142.901,27.9932,4.8,1658833987.0,138.4887,28.416,4.4,1658845449.0,143.3519,23.4461,4.4,1658849692.0,141.8917,40.1552,4.4,1658860100.0
1658895084.0,142.9787,27.8177,4.4,1658967375.0,121.4223,22.9456,4.6,1659037947.0,142.4278,32.4751,5.4,1659042569.0,149.0369,44.2145,4.1,1659044174.0,140.3247,35.5418,4.0,1659048933.0
1659050823.0,142.7711,32.39,4.7,1659053237.0,142.5848,32.5156,4.6,1659062042.0,130.5074,29.6352,4.3,1659083016.0,144.4942,37.4938,4.1,1659105634.0,138.3499,34.5976,4.2,1659105683.0
1659107112.0,143.5649,46.1662,4.6,1659112756.0,149.2088,44.1617,5.1,1659117229.0,142.4467,32.5137,4.1,1659117656.0,142.2526,32.4698,5.3,1659118032.0,142.3121,32.4265,4.3,1659118081.0
1659118288.0,142.3318,32.5469,4.3,1659118593.0,142.3981,32.4743,4.6,1659118872.0,142.2579,32.447,4.3,1659122558.0,142.4771,32.4623,4.3,1659124173.0,142.3255,32.514,5.2,1659125943.0
1659127134.0,142.3411,32.5184,4.2,1659127347.0,142.3658,32.5037,4.7,1659129444.0,142.0354,32.7657,4.8,1659142538.0,141.8417,42.5102,4.0,1659145687.0,149.0492,44.0955,4.2,1659161126.0
1659171183.0,141.9061,37.786,4.1,1659247636.0,142.4468,32.5286,4.1,1659252650.0,142.4882,32.5274,4.5,1659269289.0,142.4383,32.4798,4.3,1659278637.0,142.4883,32.5437,4.7,1659278684.0
1659278829.0,142.407,32.4923,4.4,1659279109.0,142.6038,32.4444,4.4,1659281051.0,142.4402,32.5322,4.5,1659281813.0,143.2285,21.6154,4.0,1659282016.0,142.3964,32.5076,4.6,1659283673.0
1659283797.0,142.2609,32.4298,4.6,1659293308.0,142.4713,32.4967,5.0,1659293412.0,142.458,32.4716,5.3,1659293665.0,123.4735,23.4918,4.2,1659294933.0,148.9939,44.1053,4.3,1659298576.0
1659334826.0,122.4984,23.8447,4.1,1659341385.0,121.1904,21.4635,4.9,1659373372.0,142.7952,28.2401,4.7,1659421513.0,142.4082,32.3569,4.3,1659453636.0,125.2259,24.2557,4.4,1659463181.0
1659476676.0,122.4817,23.8931,4.4,1659484031.0,141.1661,37.32,4.2,1659494838.0,142.4427,32.3155,4.2,1659506496.0,142.3903,32.6268,4.4,1659511803.0,147.2864,45.7446,4.0,1659536676.0
1659537730.0,142.4444,26.1065,4.3,1659549295.0,142.3754,32.4627,4.1,1659572057.0,147.932,44.4797,4.2,1659574097.0,141.7117,37.6309,5.4,1659574381.0,143.0297,21.6111,4.4,1659583593.0
1659583796.0,142.4665,32.7228,4.9,1659584182.0,142.4576,32.7323,5.3,1659584321.0,142.5074,32.6071,5.0,1659584385.0,142.5292,32.6119,5.7,1659584730.0,142.6598,32.7369,4.4,1659585068.0
1659585088.0,142.4545,32.7172,5.0,1659585455.0,142.6192,32.6517,4.0,1659585479.0,142.5651,32.6061,4.8,1659587233.0,142.4326,32.5008,4.4,1659587273.0,142.324,32.6357,4.1,1659587298.0
1659595807.0,142.5068,32.7111,4.4,1659595975.0,142.5041,32.6279,4.5,1659596592.0,142.5169,32.6185,4.3,1659603158.0,142.5305,32.7327,4.4,1659610496.0,142.4397,32.7399,4.6,1659617953.0
1659624025.0,141.2899,32.1774,4.7,1659624080.0,142.4939,32.7239,5.0,1659625096.0,142.4208,32.5998,4.3,1659628483.0,142.4168,32.6714,4.4,1659634109.0,142.3919,32.6084,4.5,1659634205.0
1659634497.0,142.4003,32.5384,5.1,1659634685.0,142.3954,32.4848,4.4,1659635336.0,142.4854,32.6136,4.2,1659636377.0,142.3372,32.5735,5.1,1659636423.0,142.2925,32.5697,5.0,1659641034.0
1659641365.0,142.4102,32.5537,4.4,1659679394.0,123.2557,23.1404,4.7,1659687980.0,142.7778,32.5335,4.3,1659699273.0,142.4272,32.7581,4.9,1659729986.0,141.7787,33.2108,4.5,1659750086.0
1659778958.0,142.514,32.5599,4.7,1659788626.0,141.0919,36.2828,5.0,1659789830.0,142.4473,32.74,4.8,1659789909.0,142.4769,32.7787,4.8,1659790414.0,142.4813,32.7162,4.4,1659791973.0
1659797554.0,135.9474,34.8097,4.6,1659831327.0,124.1734,24.1357,4.0,1659849685.0,142.4508,32.6374,4.2,1659862179.0,137.0983,35.4703,4.2,1659868221.0,141.5441,25.4273,4.5,1659876756.0
1659879642.0,148.0852,43.7392,5.9,1659886173.0,144.1027,42.3275,4.4,1659892240.0,142.5046,32.7635,4.7,1659896100.0,142.6331,32.703,4.4,1659910751.0,142.6504,33.027,4.1,1659913033.0
1659919576.0,142.0557,39.6768,4.3,1659919665.0,141.9623,39.615,4.3,1659925664.0,149.1212,43.1756,4.4,1659970245.0,141.4151,36.9132,4.3,1659979895.0,142.2237,37.743,4.1,1660027605.0
1660029827.0,126.3812,26.7827,4.1,1660032192.0,140.2179,35.6185,4.3,1660060096.0,141.6679,39.8776,4.5,1660064497.0,142.5265,44.4124,4.0,1660102795.0,130.5375,29.24,4.4,1660145718.0
1660146778.0,142.0932,44.9455,5.1,1660151694.0,142.107,44.9228,4.5,1660239331.0,141.0049,33.3476,4.4,1660245076.0,142.8277,23.7964,4.4,1660265281.0,142.0863,38.4727,4.4,1660277443.0
1660279072.0,142.0317,44.9511,4.5,1660281111.0,126.2798,26.3121,4.4,1660306260.0,140.9598,35.4776,4.6,1660407298.0,144.9033,22.5416,4.2,1660418761.0,144.5948,46.8766,5.3,1660427866.0
1660433225.0,127.3978,27.154,5.0,1660446578.0,141.8668,27.6244,4.2,1660472285.0,130.0292,26.6926,4.2,1660489746.0,143.0452,22.0001,4.1,1660580965.0,141.6849,39.934,4.2,1660591275.0
1660594879.0,142.3612,32.406,4.4,1660637774.0,149.4658,44.5419,4.5,1660643678.0,141.9577,44.9157,4.0,1660646394.0,149.4882,44.394,5.1,1660647573.0,149.5537,44.2936,5.0,1660654264.0
1660660654.0,149.4158,44.3475,4.8,1660662291.0,149.0524,44.4294,4.4,1660702729.0,128.9899,29.8811,4.3,1660710284.0,141.7775,33.1235,5.6,1660721864.0,149.3189,44.3608,4.3,1660738624.0
1660741445.0,143.1712,39.368,4.4,1660742759.0,149.6683,44.2997,4.9,1660750988.0,122.5839,23.9741,4.1,1660790482.0,149.4508,44.3779,4.1,1660795605.0,141.3104,35.5094,4.9,1660801568.0
1660806697.0,127.739,26.5485,4.8,1660814909.0,122.464,23.9586,4.4,1660815558.0,139.8055,27.5627,4.8,1660919440.0,120.9442,20.5889,4.1,1660921275.0,120.9024,20.6417,4.7,1660926959.0
1660934197.0,149.4328,44.2931,4.6,1660968469.0,122.3286,24.0841,4.7,1661010081.0,120.9417,20.3397,4.4,1661041382.0,142.5658,41.9041,4.0,1661050312.0,137.0669,33.7397,4.2,1661098318.0
1661136781.0,123.5783,25.2456,5.3,1661175832.0,140.5629,27.4556,4.2,1661202296.0,141.8495,33.317,4.5,1661219255.0,127.6444,25.3281,4.0,1661259740.0,121.4979,22.3648,4.4,1661262821.0
1661275206.0,141.5007,37.5368,4.5,1661283581.0,127.2743,26.9959,4.6,1661358104.0,142.553,41.9874,4.4,1661383668.0,137.2631,33.101,4.3,1661392461.0,142.4945,23.1465,4.2,1661393351.0
1661395249.0,140.3831,29.2818,4.2,1661451843.0,143.9093,22.9224,4.3,1661471310.0,130.0628,32.0426,4.6,1661607848.0,142.6604,32.5313,4.5,1661621983.0,142.9475,27.2308,4.3,1661646989.0
1661648091.0,142.4384,32.5011,5.2,1661648617.0,142.4438,32.4833,4.7,1661652070.0,142.6839,32.6338,4.1,1661654570.0,142.203,29.6582,4.4,1661654642.0,142.4274,32.4697,4.5,1661655844.0
1661656228.0,127.7046,24.6414,4.5,1661710282.0,142.4687,32.4329,4.3,1661744523.0,130.6003,28.9235,4.5,1661774751.0,130.5353,28.9294,4.4,1661775578.0,130.6526,28.8646,5.5,1661782411.0
1661793657.0,143.065,42.3925,4.3,1661811254.0,147.1951,43.2401,4.1,1661822817.0,143.134,39.19,4.1,1661915098.0,126.5763,26.9314,5.0,1661922265.0,126.7788,26.6847,4.2,1661962027.0
1661968071.0,142.0463,38.009,4.2,1661997773.0,126.5191,26.7285,4.7,1662009874.0,140.9575,36.2765,4.3,1662015715.0,121.429,23.0566,4.4,1662031270.0,131.6854,31.3801,4.9,1662077157.0
1662100894.0,141.1014,30.2694,4.0,1662150279.0,140.4709,35.3721,4.5,1662159556.0,127.768,28.0575,4.4,1662162073.0,148.9475,44.2745,4.8,1662163006.0,149.0904,44.1727,4.9,1662173691.0
1662271809.0,149.0507,44.2104,4.5,1662273977.0,141.8176,37.8531,4.7,1662296119.0,142.7112,32.3628,4.4,1662300670.0,142.4585,32.4318,4.7,1662303502.0,142.4687,32.3763,5.2,1662303873.0
1662321239.0,142.3781,32.2996,5.2,1662342762.0,142.383,32.4619,4.4,1662348583.0,142.382,32.4122,4.9,1662374803.0,123.3063,25.0603,4.5,1662397076.0,142.4495,29.0859,4.5,1662416874.0
1662427098.0,142.3442,42.951,4.1,1662428578.0,142.3798,32.2806,4.7,1662429307.0,141.0682,33.3707,4.4,1662449503.0,140.5672,33.5367,4.7,1662474596.0,142.4196,32.3122,4.9,1662490801.0
1662491331.0,143.1673,24.1042,4.3,1662503972.0,142.2844,32.2125,4.5,1662526243.0,121.9784,24.7903,4.3,1662560014.0,142.5046,32.2308,4.3,1662626198.0,140.8247,39.8751,4.3,1662630671.0
1662717304.0,140.5588,36.7306,4.5,1662777344.0,129.6119,29.6567,4.3,1662825271.0,144.5101,47.9062,4.5,1662834461.0,130.4019,29.2388,4.5,1662835738.0,130.4426,29.0984,4.3,1662896802.0
1662931313.0,140.1452,41.1898,5.0,1662957555.0,144.9474,41.9935,5.0,1663030319.0,142.0945,41.5709,5.2,1663037844.0,138.7957,29.2511,4.1,1663067054.0,141.8173,33.3512,4.3,1663069245.0
1663069857.0,125.8012,25.6729,4.1,1663070337.0,141.9443,37.7494,4.3,1663071271.0,125.7443,26.3223,4.3,1663082549.0,125.9021,26.4184,4.9,1663083215.0,125.9199,26.4468,4.4,1663085960.0
1663099404.0,142.9276,27.7343,4.4,1663109944.0,124.6544,24.28,4.2,1663119350.0,121.4183,22.4143,4.9,1663151770.0,149.5733,48.3174,4.2,1663154644.0,142.4999,32.2883,4.5,1663212686.0
